title,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score,compound_score_comm
Special Report: Deadly Earthquake Hits Central Mexico | NBC News,693507,2660,278,1828,9.568345323741006,4.0,1.0,0.0,0.247,0.753,-0.802,0.4019
Sperm Donor Meets His 19 Children All Together,844361,6996,329,1038,21.264437689969604,7.0,1.0,0.0,0.0,1.0,0.0,0.0
Sphere Treehouses in Canada,19606,468,7,58,66.85714285714286,31.0,4.0,0.112,0.0,0.888,0.4404,0.0
Spider Cat - Simon's Cat (Halloween Special) | BRAND NEW B&W,576907,19225,301,831,63.87043189368771,10.0,10.0,0.19499999999999998,0.0,0.805,0.7906,0.0
Spider Face,169410,172,52,89,3.3076923076923075,124.0,4.0,0.0,0.0,1.0,0.0,0.0
"Spider-Man in 10,000 Dominoes!",2146711,15950,2377,1233,6.710138830458561,254.0,64.0,0.32,0.0,0.68,0.5093,0.0
"Spielberg (2017) | Official Trailer ft. Leonardo DiCaprio, Liam Neeson & More | HBO",166881,1998,35,202,57.08571428571429,179.0,8.0,0.0,0.0,1.0,0.0,0.0
"Spill Your Guts or Fill Your Guts w/ Charlie Puth, Josh Gad, Michelle Dockery & Rachel Bloom",886790,28399,400,2282,70.9975,2.0,0.0,0.0645,0.3855,0.55,-0.41705,0.0
Spiny Lizard Catches Me!,896332,28417,282,4166,100.76950354609929,3.0,0.0,0.396,0.0,0.604,0.5079,0.0
Splitting Pellets with a Knife in Slow Motion - The Slow Mo Guys,1635566,50848,675,2946,75.33037037037037,34.0,7.0,0.107,0.206,0.687,-0.3164,0.0
Spätzle Recipe - How to Make Spätzle or Spaetzle (Tiny German Dumplings),316261,9926,292,1137,33.99315068493151,29.0,2.0,0.203,0.228,0.569,-0.0772,0.0
Squirrel On The Field! Runs For A Touchdown,70225,935,11,62,85.0,83.0,4.0,0.634,0.0,0.366,0.886,0.0
St. Vincent - Los Ageless (Official Video),390411,8782,396,653,22.17676767676768,72.0,0.0,0.411,0.0,0.589,0.5983,0.0
St. Vincent - Pills (official audio),233370,4137,199,571,20.78894472361809,6.0,0.8,0.518,0.0298,0.45220000000000005,0.5398799999999999,0.0
"Standing Up For Yourself as a Woman, But Not Too Much",467127,24509,2302,3058,10.646828844483059,57.0,1.0,0.545,0.0,0.455,0.8014,0.0
Star Trek: Discovery - Main Title Sequence,389016,3246,1802,1428,1.8013318534961156,2.0,0.2857142857142857,0.11685714285714287,0.23728571428571427,0.6458571428571428,-0.43882857142857146,0.0
Star Wars Rebels Recap: Seasons 1-3,213412,7595,135,1257,56.25925925925926,27.0,3.0,0.0,0.0,1.0,0.0,-0.6597
Star Wars The Last Jedi Trailer Breakdown! (Nerdist News w/ Amy Vorpahl),100988,3039,180,581,16.883333333333333,3.0,0.0,0.101,0.161,0.738,-0.3716,-0.5983
Star Wars Theme Song Made ENTIRELY Out of Porg Sounds!!!,159893,3012,63,518,47.80952380952381,104.0,6.0,0.0,0.0,1.0,0.0,-0.6679
Star Wars Trash Compactor Challenge!!,1426626,23874,3013,6479,7.923664122137405,8.0,1.0,0.402,0.0,0.598,0.5719,-0.5972
Star Wars: The Last Jedi - Trailer Reaction,45799,874,124,177,7.048387096774194,20.0,3.0,0.162,0.188,0.649,-0.1027,-0.5574
Star Wars: The Last Jedi - Trailer Review,390088,17312,419,2737,41.31742243436754,5.0,0.0,0.22649999999999998,0.103,0.6705,0.19345,-0.5574
Star Wars: The Last Jedi New York Comic Con Experience,289622,11803,157,678,75.17834394904459,4.0,0.0,0.11449999999999999,0.2255,0.6599999999999999,-0.7462000000000001,-0.5574
Star Wars: The Last Jedi Trailer (Official),27909589,631087,22177,101673,28.456824638138613,6.0,0.0,0.0,0.0,1.0,0.0,-0.5574
Star Wars: Will Rey Join Kylo Ren?,139873,7719,77,1676,100.24675324675324,2.0,0.0,0.0,0.0,1.0,0.0,-0.34
"Starved, Scared Dog is Transformed By Love | The Dodo",269097,10747,50,657,214.94,231.0,19.0,0.369,0.0,0.631,0.8008,-0.3182
Steel Balls Grinding Balls-We  set up technology center in more than 20 countries around the world,88347,77,26,24,2.9615384615384617,6.0,1.0,0.0,0.236,0.764,-0.4186,0.0
Stephen A. Smith calls ESPN's #NBArank 'garbage' for Carmelo Anthony rating | First Take | ESPN,529834,6842,266,3055,25.721804511278197,258.0,354.0,0.0,0.0,1.0,0.0,0.0
Stephen A. Smith outraged at LaVar Ball's comments about Lonzo debut | SportsCenter | ESPN,1137564,14335,1017,5282,14.095378564405113,5.0,0.0,0.092,0.12,0.788,-0.2003,-0.5423
Stephen A. Smith: LaVar not worst sports parent ever | First Take | ESPN,37476,302,15,72,20.133333333333333,70.0,6.0,0.0,0.278,0.722,-0.8074,0.5096
Stephen Colbert Becomes Steven Seagal,1496264,16702,3071,2874,5.4386193422338005,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Stephen King's IT - What's the Difference?,1361619,20383,1020,3113,19.983333333333334,3.0,0.0,0.412,0.0,0.588,0.6369,0.0
Stephen's Interview Of Hannity's Interview Of Trump,1278517,21820,4820,2947,4.526970954356846,75.0,10.0,0.111,0.0,0.889,0.3612,0.0
Sterling K Brown - 2017 Emmys - Full Backstage Speech,81663,1004,257,415,3.906614785992218,69.0,4.0,0.273,0.035,0.692,0.9338,0.0
Steve Bannon: Trump's Access Hollywood tape was a litmus test,174184,462,86,303,5.372093023255814,41.0,5.0,0.262,0.106,0.632,0.955,0.0
Steve Martin and the Steep Canyon Rangers: NPR Music Tiny Desk Concert,181611,5199,56,289,92.83928571428571,32.0,0.0,0.458,0.0,0.542,0.8516,0.0
Steven Malcolm - Cereal Remix [Official Music Video] Featuring Sadie Robertson,113394,1290,55,328,23.454545454545453,51.0,2.0,0.0,0.0,1.0,0.0,0.0
Sticker Factory | Stoned Mode,31116,1085,21,118,51.666666666666664,101.0,1.0,0.0,0.0,1.0,0.0,0.0
Stitches I Cry Official song,103816,4994,117,765,42.68376068376068,2.0,0.0,0.1545,0.11,0.735,0.30495,-0.4767
Stone Sour - Rose Red Violent Blue (This Song Is Dumb & So Am I) [OFFICIAL VIDEO],344944,13305,477,1083,27.89308176100629,3.0,0.0,0.31,0.147,0.543,0.4754,-0.802
Storm Chaser Battles Hurricane Irma’s Powerful Winds | NBC News,1178955,15427,1003,4730,15.38085742771685,1.0,0.0,0.057600000000000005,0.042,0.9004000000000001,0.07009333333333334,0.0516
Storm Ophelia makes landfall in Ireland,394206,936,168,351,5.571428571428571,164.0,20.0,0.0,0.0,1.0,0.0,0.0
Strange Spheres in Higher Dimensions - Numberphile,196088,7752,84,1365,92.28571428571429,83.0,93.0,0.0,0.0,1.0,0.0,-0.2023
Stranger Things 2 | Final Trailer [HD] | Netflix,9080126,264183,3937,24344,67.10261620523241,20.0,1.0,0.172,0.46,0.368,-0.6908,0.0
Stranger Things | Friday the 13th Trailer Teaser | Netflix,168788,9700,120,675,80.83333333333334,1.0,0.0,0.12990909090909092,0.04627272727272727,0.8238181818181818,0.10086363636363638,-0.25
Stranger Things | Love in the Upside Down | Netflix,383616,12566,229,846,54.87336244541485,7.0,0.0,0.221,0.057,0.722,0.7531,0.6369
Stranger Things' Gaten Matarazzo Recaps Season 1 in Under 7 Minutes | Teen Vogue,96715,5310,19,228,279.4736842105263,176.0,2.0,0.221,0.336,0.442,-0.3182,0.0
Stranger Things: The Game,299550,686,37,64,18.54054054054054,35.0,2.25,0.0,0.0,1.0,0.0,0.0
Stray Puppy Befriends Travelers Who Find Him a Home  | The Dodo,154748,4855,52,402,93.36538461538461,24.0,4.0,0.5,0.0,0.5,0.9682,0.0
Strike Back - Marvel's Inhumans Trailer,50747,404,128,112,3.15625,49.0,9.0,0.397,0.0,0.603,0.91,-0.128
Stuck In A Cage At An Abandoned Zoo with TheGabbieShow,661060,25446,841,1881,30.256837098692024,1.0,0.0625,0.14112500000000003,0.0839375,0.7749374999999997,0.05374374999999999,-0.6124
Students From Baltimore's Cardinal Shehan School Sing Rise Up,106790,1572,20,173,78.6,51.0,10.0,0.296,0.0,0.704,0.7739,0.0
Suburbicon - Trailer 2,30851,261,65,49,4.015384615384615,41.0,10.0,0.133,0.346,0.521,-0.5423,0.0
Sue Perkins Delivers Superb Rant About Harvey Weinstein - The Last Leg,60775,931,47,124,19.80851063829787,90.0,12.0,0.033,0.196,0.77,-0.8832,0.4019
Super Glowy Skin + Makeup with No Foundation! | Ingrid Nilsen,129066,4920,216,293,22.77777777777778,63.0,6.0,0.41,0.126,0.464,0.7584,0.4574
Super-easy Blueberry & Yoghurt Popsicle Recipe | Cupcake Jemma,49906,2409,20,137,120.45,34.0,1.0,0.124,0.243,0.633,-0.7063,0.0
Supernatural | Official Season 13 Trailer | The CW,222677,4123,29,564,142.17241379310346,31.0,3.0,0.318,0.0,0.682,0.4215,0.0
Surveying Hurricane Irma's Damage in Southwest Florida,9396,76,2,13,38.0,5.0,3.5,0.0,0.318,0.682,-0.1027,-0.4939
Sweet Virginia - Official Trailer l HD l IFC Films,30479,248,11,26,22.545454545454547,5.0,4.5,0.375,0.0,0.625,0.7645,0.4588
TASTING EXTREMELY BIZARRE POCKY FLAVORS!,378726,18140,713,3066,25.44179523141655,1064.0,167.0,0.363,0.0,0.637,0.6289,-0.4376
TEENS READ 10 WRONG NUMBER TEXTS (REACT),971771,23872,1035,2625,23.064734299516907,340.0,174.0,0.139,0.0,0.861,0.8607,-0.4215
TESTING EXPENSIVE $$$ AF LIQUID LIPSTICKS | Jeffree Star,1915416,68993,4777,9122,14.442746493615239,4.0,0.0,0.0,0.246,0.754,-0.6428,0.0
TESTING NEW MAKEUP! HUDA BEAUTY | FENTY FOUNDATION,257155,12404,259,1630,47.891891891891895,4.0,0.0,0.182,0.0,0.818,0.4374,0.6239
TESTING OUT *FAKE* MAKEUP PART 2,924083,37022,1531,2059,24.181580666231223,3.0,0.0,0.030333333333333334,0.15633333333333332,0.8136666666666666,-0.4809666666666666,0.0
TESTING WEIRD PUPPY TOYS WITH PUPPY!!! *CUTE*,1043993,58482,588,3389,99.45918367346938,2159.0,500.0,0.187,0.0,0.813,0.8585,-0.3769
THE GIANT ROBOT DUEL,2945368,31593,17315,9641,1.8246029454230437,2.0,0.25,0.21775000000000003,0.20675000000000002,0.57575,-0.339275,0.0
THE HUNT FOR EVERYTHING PUMPKIN IN LA (a fall obsession)  | Madelaine Petsch,160728,13667,51,777,267.98039215686276,4.0,0.0,0.688,0.0,0.312,0.6597,0.0
THE JAKE PAULERS SONG (Official Music Video),8557758,300680,318404,98553,0.9443348701649477,26.0,2.0,0.412,0.0,0.588,0.2732,0.0
THE MICROWAVE CHRONICLES | Microwave Moments on Kitchen Nightmares,935108,12353,255,1781,48.44313725490196,42.0,3.0,0.21,0.0,0.79,0.4926,0.0
THE MOM'S VIEW IS BACK!,210829,10279,199,2693,51.653266331658294,2.0,0.0,0.17325,0.038,0.78875,0.197675,0.0
THE SHAPE OF WATER - Red Band Trailer,1689730,17709,1171,2035,15.122971818958156,4.0,0.0,0.09733333333333333,0.09066666666666667,0.8119999999999999,0.054266666666666664,0.0
THE ULTIMATE WATERPROOF DRUGSTORE MAKEUP TEST 💄💋,49835,2711,65,261,41.707692307692305,151.0,2.0,0.0,0.0,1.0,0.0,0.0
THIS MADE MY DAD CRY! | Story of my Comeback Competition,214484,12908,125,937,103.26399999999997,1.0,0.23076923076923078,0.21246153846153842,0.02630769230769231,0.7612307692307693,0.2416,-0.628
TOMB RAIDER - Official Trailer #1,9722207,70953,19009,19990,3.732600347203956,6.0,0.0,0.159,0.063,0.779,0.5341,0.0
TOMB RAIDER - The FUTURE of VIDEO GAME MOVIES?? (Trailer Talk),29323,2154,11,418,195.81818181818178,2.0,0.5,0.12925,0.028749999999999998,0.8425000000000001,0.7305499999999999,0.0
TOP HALLOWEEN COSTUMES of 2017 (YIAY #365),1127679,58504,490,32545,119.39591836734694,5.0,8.0,0.019,0.021,0.96,0.1114,0.368
TOYO TIRES | Ken Block’s Climbkhana: Pikes Peak Featuring the Hoonicorn V2,5564352,116228,2607,6872,44.583045646336785,2.0,0.0,0.143,0.0,0.857,0.24695,0.0
TRAGEDI HP MELEDAK! KARYAWAN HOTEL CIPUTRA,765111,206,23,67,8.956521739130435,61.0,8.0,0.42,0.0,0.58,0.4404,0.0
TRL Premiere Opens With Tribute to Las Vegas,86274,1248,240,319,5.2,67.0,2.0,0.119,0.149,0.731,-0.2382,0.0
TROPHY CAKE ft Lindsey Stirling and Mark! - (Dancing with the Stars) - NERDY NUMMIES,620093,26584,279,5116,95.2831541218638,1882.0,294.0,0.326,0.0,0.674,0.9258,-0.3016
TRUE FRIENDSHIP | Chris & Jack,55852,2855,29,210,98.44827586206897,211.0,4.0,0.587,0.0,0.413,0.7964,0.8001
TRYING $5 HALLOWEEN MAKEUP ft Miranda Sings!,1583534,39158,1859,4399,21.064012910166756,3.0,0.0,0.0,0.0,1.0,0.0,0.0
TRYING ON EBAY HALLOWEEN COSTUMES UNDER £10! 🎃,631432,20335,476,1670,42.720588235294116,701.0,92.0,0.272,0.037,0.691,0.9122,0.0
TV Doctors of America | Even More Drama,108829,320,2,19,160.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0
Taking Everything Literally | Anwar Jibawi,2050368,99279,1627,5169,61.01966810079902,9413.0,305.0,0.0,0.0,1.0,0.0,0.0
Tamar Braxton - Blind,208995,7442,251,926,29.64940239043825,6.0,0.6666666666666666,0.18966666666666665,0.0,0.8103333333333333,0.44956666666666667,-0.4019
"Tamar Braxton on Marriage, Music and Why God is Good",647537,10833,291,1774,37.22680412371134,2.0,0.0,0.1215,0.1745,0.704,-0.16455,0.6124
Tara where are we?,150875,430,470,90,0.9148936170212766,185.0,1.0,0.0,0.0,1.0,0.0,0.0
Taylor Swift - Gorgeous (Lyric Video),10752221,508015,30693,60055,16.551493825953802,26.0,0.0,0.205,0.21,0.585,-0.0258,0.7003
Taylor Swift as a Limp Bizkit Song,76233,2912,53,268,54.943396226415096,179.0,4.0,0.0,0.0,1.0,0.0,0.2023
Taylor Twellman says there's an 'arrogance' to the U.S. men's soccer team | SportsCenter | ESPN,72446,1031,24,734,42.958333333333336,59.0,2.0,0.0,0.0,1.0,0.0,0.0
Terremoto 7.1 en México | Impactante edificio se desploma #1  19/09/2017,76125,134,16,68,8.375,16.0,1.0,0.0,0.0,1.0,0.0,0.0
Terror Jr - Fight And Fuck,13671,921,8,71,115.125,46.0,0.0,0.066,0.155,0.778,-0.9644,-0.8591
Terry Crews Hallucinates While Eating Spicy Wings | Hot Ones,5066207,196868,2083,22920,94.51176188190111,3.0,0.0,0.324,0.169,0.507,0.3682,0.0
Tesla Model 3 - Driving Impression - OCDetailing®,298326,2529,422,753,5.992890995260663,3.0,0.0,0.0,0.0,1.0,0.0,0.2263
Tesla Model 3 - Interior Hidden Features - OCDetailing®,153415,1729,327,359,5.287461773700306,71.0,2.0,0.27,0.248,0.483,0.0591,0.0
Teyana Taylor Tells All about Boob Surgery and Says Kanye is Back !!,194613,3195,127,616,25.15748031496063,37.0,4.0,0.0,0.0,1.0,0.0,0.0
Thalidomide: The Chemistry Mistake That Killed Thousands of Babies,361114,12214,155,851,78.8,2.0,0.5,0.0,0.0,1.0,0.0,-0.7845
That Moment You Realize Your Dad is Dying,16825,895,11,89,81.36363636363636,49.0,2.0,0.0,0.0,1.0,0.0,0.0
That's What I Like - Bruno Mars (Rat Pack Style Cover) ft. LaVance Colley & Lee Howard,240135,11589,264,399,43.89772727272727,9.0,1.0,0.158,0.0,0.842,0.4939,0.3612
The $100 14-inch Pizza Challenge (I did it twice),1704656,54051,1852,4817,29.185205183585314,4589.0,94.0,0.229,0.237,0.535,0.3067,0.0772
The $40 Internationally Standard Cup of Tea,174381,8348,193,900,43.25388601036269,6.0,0.0,0.085,0.083,0.831,0.0196,0.0
The $80 Smartphone Challenge,396083,12221,463,1772,26.395248380129598,1.0,0.0,0.17984615384615382,0.010461538461538463,0.8096923076923078,0.2603384615384616,0.0772
The 'This Is Us' Cast Plays Never Have I Ever,141915,2275,22,82,103.4090909090909,228.0,0.0,0.733,0.0,0.267,0.6705,0.25
The 2017 WWE Yearbook,510429,13880,837,3629,16.583034647550775,10.0,14.0,0.158,0.26,0.582,-0.3544,0.0
The 64 Day Longest Flight in History,110725,5796,81,574,71.55555555555556,31.0,6.0,0.0,0.0,1.0,0.0,0.0
The Academic - Bear Claws (Live Looper Version),1094753,31686,473,891,66.98942917547569,17.0,3.0,0.192,0.0,0.808,0.8615,0.0
The Age of Giant Insects,116695,5099,118,588,43.21186440677966,3.0,0.0,0.031,0.0,0.969,0.0772,0.0
The Babysitter | Official Trailer [HD] | Netflix,545808,7445,1118,1114,6.659212880143115,1.0,0.0,0.10983333333333334,0.12555555555555553,0.764611111111111,0.015205555555555552,0.0
"The Best TV Theme Song You've Ever Heard: Extinct - Peter Hollens, Taylor Davis, and DevinSuperTramp",85403,5421,108,744,50.19444444444444,25.0,0.0,0.783,0.0,0.217,0.5574,0.6369
The Cast of Riverdale Gives Jimmy Fallon His Own Jughead Crown,843116,25802,187,869,137.97860962566844,2.0,0.0,0.062,0.043,0.895,0.1531,0.0
The Centuries-Old Debt That's Still Paying Interest,637139,20959,200,1272,104.795,2470.0,38.0,0.107,0.0,0.893,0.7082,0.128
The Chaos President Cold Open - SNL,6402701,56289,14872,14508,3.784897794513179,4.0,1.0,0.127,0.127,0.746,0.0,-0.5719
"The Check In: HUD, Ben Carson and Hurricanes",1268813,13834,670,1251,20.64776119402985,2.0,0.0,0.066,0.1665,0.76725,-0.07822499999999999,0.0
The Chi (2018) | Season 1 Teaser Trailer | Lena Waithe & Common SHOWTIME Series,88882,686,128,256,5.359375,59.0,15.0,0.0,0.0,1.0,0.0,-0.25
The Commuter Teaser Trailer #1 (2018) | Movieclips Trailers,292661,4704,187,632,25.155080213903744,8.0,1.0,0.0,0.474,0.526,-0.4023,-0.25
The Constitution of the Spartans,282594,13479,235,1461,57.35744680851064,2.0,1.0,0.0,0.0,1.0,0.0,0.0
The Crazy Story Of The Barefoot Bandit,223548,5931,487,590,12.178644763860369,6.0,0.0,0.213,0.068,0.719,0.7227,-0.34
The Difference Between $12 & $21 Pizza Cutter Eyeliner | Beauty With Mi | Refinery29,9534,213,10,32,21.3,7.0,3.0,0.339,0.0,0.661,0.6249,0.5859
The Disaster Artist | Official Trailer HD | A24,2243743,47968,872,3543,55.00917431192661,94.0,1.0,0.0,0.0,1.0,0.0,-0.6249
The Disturbing History of the Suburbs,1685518,51340,17849,21194,2.8763516163370495,26.0,3.0,0.157,0.116,0.727,0.8381,-0.5106
The Dump - Cyanide & Happiness Shorts,1374925,47413,3738,3867,12.684055644729803,38.0,3.0,0.162,0.253,0.585,-0.101,0.25
The Efrons | Tested Tough,342350,4489,411,407,10.922141119221411,142.0,2.0,0.0,0.0,1.0,0.0,-0.128
"The Epic Scam that Created an Iconic Rock Band - Cracked Responds (The Zombies, English Rock)",207930,6213,136,519,45.68382352941177,3.0,0.0,0.0,0.313,0.687,-0.8442,-0.4019
The Fast and the Furious 7 Parody: Goodbye Scene,285667,9023,184,888,49.03804347826087,4.0,2.0,0.0,0.0,1.0,0.0,-0.5719
The Fidget Spinner Phone Is Real...,1259050,34880,2107,4403,16.554342667299476,1778.0,349.0,0.0,0.0,1.0,0.0,0.0
The Final Steps of Making Pyrimethamine (Daraprim),231371,7945,47,786,169.04255319148936,2.0,0.0,0.20199999999999999,0.116,0.6819999999999999,0.21725000000000003,0.0
The Fire Whisperer - Cyanide & Happiness Shorts,1196355,48087,1640,3374,29.321341463414633,5.0,0.0,0.0,0.0,1.0,0.0,0.296
The First Humans Teleported | Hannah Stocking & Anwar Jibawi,2583694,77629,3170,3813,24.488643533123028,1590.0,333.0,0.41,0.0,0.59,0.7067,0.0
The Floppotron: Doom E1M1 - At Doom's Gate,126927,8382,30,737,279.4,4.0,1.0,0.218,0.0,0.782,0.4199,-0.4019
The Ford GT drives the iconic Atlantic Ocean Road in Norway (+Arctic Circle Raceway),50372,469,4,34,117.25,16.0,1.0,0.434,0.0,0.566,0.3182,0.4278
The Front Bottoms: Peace Sign [OFFICIAL VIDEO],184229,6655,328,496,20.289634146341463,33.0,1.0,0.253,0.227,0.52,0.1007,0.5423
The Greatest Nancy Panel Ever Drawn,28613,105,13,30,8.076923076923077,1.0,1.0,0.288,0.14,0.571,0.7351,0.6369
The Hidden Detail You Missed about Stranger Things’ Shadow Monster! (Nerdist News w/ Jessica Chobot),53340,1700,33,94,51.515151515151516,29.0,2.0,0.0,0.0,1.0,0.0,-0.3595
The History Of Jacksfilms (Feat. Jacksfilms) | A Brief History,477756,30678,207,1922,148.20289855072463,32.0,2.0,0.0,0.19,0.81,-0.2755,0.0
"The Honda Civic has a very small feature, that I never noticed. Until now.",667703,3996,722,280,5.534626038781163,8.0,0.0,0.153,0.294,0.553,-0.8368,0.0
The IT Department,3518322,74470,1478,1751,50.385656292286875,73.0,6.0,0.0,0.615,0.385,-0.4939,0.0
The Importance of Vulnerability,160285,6417,130,439,49.36153846153846,18.0,4.0,0.413,0.164,0.423,0.6486,0.1531
The Impossible Big Mac Challenge DESTROYED,2355458,79210,1803,8886,43.932334997226846,17.0,0.0,0.0,0.209,0.791,-0.5719,-0.5622
The In-N-Out 100x100 Burger Challenge,999129,14585,1220,1233,11.954918032786885,36.0,0.0,0.076,0.0,0.924,0.3578,0.0772
The Insane Full House Theory That Might Be True,1313911,17843,5896,2906,3.026289009497965,7.0,1.0,0.172,0.0,0.828,0.7912,0.0258
The Internet: Crash Course Computer Science #29,64925,2310,50,266,46.2,38.0,7.0,0.089,0.054,0.857,0.9787,-0.4019
The Juggalos March on Washington,167263,2400,875,1775,2.742857142857143,7.0,3.0,0.0,0.234,0.766,-0.7003,0.0
The Killing of a Sacred Deer | Playdate | Official Trailer 2 HD | A24,138784,1394,48,151,29.041666666666668,125.0,8.0,0.0,0.0,1.0,0.0,-0.6597
The King of Infomercials Can Sell You ANYTHING,219221,4532,152,553,29.81578947368421,2.0,0.5,0.0,0.084,0.9159999999999999,-0.10285,0.0
The Last Word: Hugh Hefner,167869,1850,229,527,8.078602620087336,85.0,11.0,0.516,0.105,0.379,0.9335,0.0
The Maine - How Do You Feel?,49719,4229,45,684,93.97777777777777,5.0,0.0,0.229,0.0,0.771,0.8402,0.0
The Marvelous Mrs. Maisel - Official Trailer [HD] | Amazon Video,62903,623,31,60,20.096774193548388,64.0,4.0,0.396,0.0,0.604,0.7096,0.6808
"The NRA Wants To Regulate 'Bump Stock' Gun Accessories, Paul Ryan Says We Need To Learn More | TIME",99949,418,873,1439,0.47880870561282857,1.0,0.0,0.18231147540983603,0.17365573770491807,0.6440491803278691,-0.0797934426229508,-0.34
The New Mutants | Official Trailer [HD] | 20th Century FOX,6694485,39893,6144,8125,6.493001302083333,4833.0,402.0,0.0,0.0,1.0,0.0,0.0
The ONE thing every artist NEEDS to know,108410,6436,51,884,126.19607843137256,119.0,29.0,0.245,0.0,0.755,0.7562,0.0
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,795384,3717,898,1291,4.139198218262806,11.0,2.0,0.136,0.236,0.628,-0.3291,0.0
The Perfect Proposal | Lele Pons & Anwar Jibawi,3008352,130715,4325,5618,30.223121387283236,8100.0,527.0,0.67,0.0,0.33,0.6209,0.5719
The Problem With Our Phones,205103,10947,471,1206,23.24203821656051,5.0,1.0,0.0,0.0,1.0,0.0,-0.4019
The Rabbit Hole of Learning,207752,11946,110,1075,108.6,2.0,0.0,0.0,0.0,1.0,0.0,0.0
The Reaction Ferries of Basel: What Have We Missed?,261261,14061,35,999,401.74285714285713,1222.0,43.0,0.0,0.285,0.715,-0.2942,-0.296
The Real Reason Taxes Suck (And Why They Don't Have To),1387897,40613,2275,5469,17.85186813186813,17.0,3.0,0.0,0.083,0.917,-0.7964,-0.4404
"The Road to 5,000,000! [LIVE]",837476,39223,841,4158,46.63852556480379,1.0,0.19230769230769232,0.3167692307692308,0.017615384615384613,0.6656153846153845,0.26226923076923075,0.0
The Score - Strange (Audio),80864,4927,48,421,102.64583333333333,165.0,9.0,0.02,0.052,0.927,-0.8253,-0.2023
The Shark Tier List,349321,25027,210,4089,119.17619047619047,1892.0,41.0,0.296,0.112,0.592,0.8446,0.0
"The Shield make their entrance together for the first time in three years: Raw, Oct. 16, 2017",3610419,88305,1675,8152,52.71940298507466,1.0,0.1568627450980392,0.09101960784313728,0.05811764705882353,0.8508235294117648,0.07911372549019607,0.0
"The Shield reunite: Raw, Oct. 9, 2017",7965099,176882,3925,24066,45.065477707006366,49.0,7.0,0.0,0.0,1.0,0.0,0.0
"The Shining Twins talk Kubrick, Nicholson & remakes!",13612,147,3,27,49.0,19.0,3.0,0.711,0.0,0.289,0.8122,0.0
The Shins - Cherry Hearts,25568,727,36,74,20.194444444444443,28.0,0.0,0.266,0.0,0.734,0.6222,0.0
The Spa Car Drivable Hot Tub,2259938,84306,1605,4786,52.527102803738316,2.0,0.0,0.0,0.0,1.0,0.0,0.0
The Strangest Sights Cassini Saw: Postcards From Saturn | NPR's SKUNK BEAR,160545,1423,18,143,79.05555555555556,38.0,0.0,0.4,0.0,0.6,0.9582,0.0
The Struggles of Watching ASMR,1306136,62466,3109,11939,20.09199099388871,4.0,0.0,0.296,0.0,0.704,0.6369,-0.3612
The Swift Life™ – First Look,540154,33382,2656,3744,12.568524096385541,9.0,0.0,0.0,0.0,1.0,0.0,0.2023
The Talk - 'Destiny's Child' Michelle Williams Candid on Depression; 'I was suicidal',43375,443,75,159,5.906666666666666,119.0,2.0,0.0,0.0,1.0,0.0,-0.8481
The Try Guys Get Makeovers From High School Girls,5357162,176573,10499,26067,16.818077912182112,18.0,0.0,0.0,0.0,1.0,0.0,0.0
The Try Guys Try Immigrating To America,1664009,67452,3511,8447,19.211620620905723,1.0,0.0,0.07985714285714285,0.04171428571428572,0.8784285714285714,0.15524285714285715,0.0
"The U.S. & Russia Are Building a Deep Space Gateway, Here's What You Need to Know",311143,7689,377,1106,20.395225464190982,11.0,0.0,0.215,0.107,0.678,0.4404,0.0
The US Military's Most Powerful Gun,740821,18808,585,678,32.15042735042735,200.0,23.0,0.309,0.03,0.661,0.9542,0.1065
The Unfortunate Truth About The Civil War,245974,12688,1721,3358,7.372457873329459,20.0,10.0,0.184,0.31,0.505,-0.3612,-0.6808
"The Vamps, Maggie Lindemann - Personal",573264,65959,330,3786,199.87575757575758,16.0,0.0,0.0,0.0,1.0,0.0,0.0
The Voice 2017 - And Your 4th Coach Is… (Digital Exclusive),390967,4156,287,794,14.480836236933797,4.0,0.0,0.525,0.0,0.4749999999999999,0.9831,0.0
The Voice 2017 Blind Audition - Dave Crosby: I Will Follow You into the Dark,2732335,37996,1039,1674,36.569778633301254,26.0,0.0,0.382,0.0,0.618,0.7334,-0.4019
The Walking Dead Season 8: Season Premiere NYCC Sneak Peek,855013,13768,1232,3623,11.175324675324676,4.0,0.0,0.365,0.16,0.475,0.6493,-0.6486
The Way We Get Power Is About to Change Forever,485260,13643,712,1883,19.161516853932586,13.0,2.0,0.278,0.0,0.722,0.6597,0.0
The Windmills of your Mind Illusion,54262,18,8,1,2.25,0.0,0.0,1.0,0.0,0.0,0.7667,0.0
The World's Largest Fruits,428301,15975,512,1761,31.201171875,1.0,0.1,0.1571666666666667,0.0436,0.7992333333333334,0.18933,0.0
The ancient city designed to track time,339963,11853,266,1057,44.56015037593985,6.0,1.0,0.0,0.0,1.0,0.0,0.0
The best photos taken through a microscope,113606,2134,37,98,57.67567567567568,72.0,6.333333333333333,0.0,0.0,1.0,0.0,0.6369
